,mass,radius,density
0,0.1,0.5109950062995436,4.130598077285973
1,0.10990990990990991,0.5262874427619213,4.15557126836645
2,0.11981981981981983,0.5405210731841319,4.181707749618794
3,0.12972972972972974,0.5538139251776482,4.209308975157027
4,0.13963963963963966,0.5661741076222878,4.240544384696092
5,0.14954954954954958,0.5778501352891884,4.271715867543192
6,0.15945945945945947,0.5889241907982051,4.302640021356285
7,0.1693693693693694,0.5994562853917385,4.33336451294761
8,0.17927927927927928,0.6095282308048294,4.363264381547346
9,0.1891891891891892,0.619186518320157,4.39232783082249
10,0.19909909909909912,0.6284773765889637,4.420417145008125
11,0.20900900900900904,0.6374360102307715,4.447522258783627
12,0.21891891891891893,0.646090519856856,4.473692149480735
13,0.22882882882882885,0.6544667524336396,4.498947009133452
14,0.23873873873873877,0.6625855853411072,4.5233464388891935
15,0.24864864864864866,0.6704663608096156,4.54692751560571
16,0.2585585585585586,0.6781244017179793,4.569763320199893
17,0.2684684684684685,0.6855762076321786,4.591863609188307
18,0.2783783783783784,0.6928336846172269,4.613297098280103
19,0.28828828828828834,0.699908064897115,4.634116126879279
20,0.29819819819819826,0.7068114949598707,4.654329332076491
21,0.3081081081081081,0.71355247061829,4.673995514604731
22,0.31801801801801804,0.7201398200941147,4.6931469788378415
23,0.32792792792792796,0.7265826383383117,4.71179365315759
24,0.33783783783783783,0.7328881132116023,4.72996755661786
25,0.34774774774774775,0.7390626164140442,4.7477028231080975
26,0.35765765765765767,0.74511142894644,4.765042295046913
27,0.3675675675675676,0.7510423743150801,4.781969130417316
28,0.3774774774774775,0.75686022561428,4.798515501841669
29,0.3873873873873874,0.7625697974297612,4.8147038820065555
30,0.39729729729729735,0.7681776166138781,4.830516523576445
31,0.40720720720720727,0.773686163563101,4.846005160842351
32,0.4171171171171172,0.7791011053366076,4.86115486970904
33,0.4270270270270271,0.7844229495414458,4.8760415308965275
34,0.436936936936937,0.7896612539345583,4.890566616230137
35,0.44684684684684695,0.7948160795720788,4.904804150751736
36,0.45675675675675675,0.7998908237832384,4.91876125154462
37,0.4666666666666667,0.8048880215887206,4.93245685210185
38,0.4765765765765766,0.8098104498864559,4.945901579017832
39,0.4864864864864865,0.8146611138001266,4.9590984219332475
40,0.49639639639639643,0.8194431698490142,4.972044507209335
41,0.5063063063063064,0.8241564989488518,4.98479359759861
42,0.5162162162162163,0.828806308641374,4.997299808571842
43,0.5261261261261262,0.8333921508675385,5.00961738507124
44,0.5360360360360361,0.8379181974318052,5.021714599163423
45,0.545945945945946,0.8423845374878037,5.033631195745345
46,0.555855855855856,0.846793760654798,5.0453598129306005
47,0.5657657657657659,0.8511466777071773,5.056923067586944
48,0.5756756756756757,0.855444793528626,5.0683292948520995
49,0.5855855855855856,0.8596876673756644,5.079619650175577
50,0.5954954954954955,0.8638781081934135,5.090775925273005
51,0.6054054054054054,0.8680182742283318,5.10179020514721
52,0.6153153153153154,0.8721080721913891,5.112692963899619
53,0.6252252252252253,0.8761502550353087,5.12346322287734
54,0.6351351351351352,0.8801455964727913,5.134113712754438
55,0.6450450450450451,0.8840941369962628,5.144668768610436
56,0.654954954954955,0.8879984667983913,5.155107081546307
57,0.664864864864865,0.8918593841914909,5.165437731710255
58,0.6747747747747748,0.8956778805439143,5.175665473491129
59,0.6846846846846847,0.8994563949025398,5.185769134581726
60,0.6945945945945946,0.9031950461003473,5.195766975589733
61,0.7045045045045045,0.9068928294762937,5.205695686551237
62,0.7144144144144144,0.9105522813594664,5.21553008196919
63,0.7243243243243244,0.9141756369228822,5.225249681884725
64,0.7342342342342343,0.917761586061331,5.234894202187293
65,0.7441441441441442,0.921311557783281,5.244455647827592
66,0.7540540540540541,0.9248267334386712,5.253929734801355
67,0.763963963963964,0.9283085034910256,5.263308109253508
68,0.773873873873874,0.9317569968502739,5.27260337812589
69,0.7837837837837839,0.9351726238136255,5.281822787405514
70,0.7936936936936938,0.9385554767363595,5.290978434460095
71,0.8036036036036036,0.9418915714736213,5.300319510954501
72,0.8135135135135135,0.9451959246936067,5.30960430461434
73,0.8234234234234235,0.94847151522828,5.318794926763271
74,0.8333333333333334,0.9517164295902002,5.3279355239699075
75,0.8432432432432433,0.9549335256670874,5.336989572408602
76,0.8531531531531532,0.9581229821458748,5.345965283479853
77,0.8630630630630631,0.9612834432666546,5.354896116392811
78,0.872972972972973,0.9644165430068193,5.363765106361826
79,0.882882882882883,0.9675218209494837,5.372589977475466
80,0.8927927927927929,0.9706075758736866,5.381242356389391
81,0.9027027027027028,0.9736615846775738,5.389935186884271
82,0.9126126126126127,0.9766945352708994,5.398499926241117
83,0.9225225225225226,0.9796979708779425,5.407085771796402
84,0.9324324324324325,0.9826837665841703,5.415504639061796
85,0.9423423423423424,0.9856417766421985,5.423932843814501
86,0.9522522522522523,0.9885768070366509,5.432298965840078
87,0.9621621621621622,0.9914909306973839,5.440576765111381
88,0.9720720720720721,0.994382620264127,5.4487991191240885
89,0.981981981981982,0.9972495134907692,5.45701222117148
90,0.991891891891892,1.0000968775708625,5.465136740571801
91,1.001801801801802,1.00292448001336,5.47318362717028
92,1.0117117117117118,1.005727010476414,5.4812466097673935
93,1.0216216216216218,1.0085121390978211,5.489206794952473
94,1.0315315315315317,1.011277067917933,5.49711644975976
95,1.0414414414414417,1.0140212210602229,5.504991216129176
96,1.0513513513513515,1.0167453696396624,5.5128245896553905
97,1.0612612612612613,1.0194497286020812,5.520618983558241
98,1.0711711711711713,1.0221379017583512,5.528321666446776
99,1.0810810810810811,1.0248071379252517,5.5359830130461
100,1.0909909909909912,1.027453622113137,5.543670235066119
101,1.1009009009009012,1.030086224008577,5.551245017093769
102,1.110810810810811,1.0326989697253013,5.558809270865392
103,1.1207207207207208,1.035296445989839,5.566293968889335
104,1.1306306306306309,1.0378738220820776,5.57378201003336
105,1.1405405405405407,1.04043532945475,5.5812099640689725
106,1.1504504504504507,1.0429773567154894,5.588640650399632
